,basin,nse,bias,stdev,obs5,sim5,obs95,sim95,obs0,sim0,obsL,simL,obsH,simH,obsFDC,simFDC
11,02178400,0.815698249082591,0.1904176822382192,0.8288034976680624,0.6673766374588018,0.6764540217291987,6.456325054168701,5.167276082236657,0,0,8,0,15,12,-1.7262609013965802,-1.6433629144651722
12,02427250,0.7499548187730157,-0.03986768675603516,0.8711226708444201,0.08327868580818176,0.14150078712617153,4.710676860809307,4.18918452564916,0,0,255,163,336,191,-3.0856195436109686,-2.4827048617787133
13,02479155,0.5580984113722001,0.03146770107684606,0.7601145089417677,0.12037480622529984,0.2043289908399077,4.708990478515616,3.803912866182422,0,0,172,131,296,121,-3.207899655603102,-2.39628558262938
14,02481000,0.7213991238412278,-0.03636987784949263,0.9117551412357299,0.04715336859226227,0.23006910473073805,7.603480339050293,5.859470226779241,0,0,879,134,423,200,-4.020820988974094,-2.333118606161927
15,04059500,0.7652097192691362,0.13730324448538886,0.7143976916159497,0.06300213932991028,0.18489246047377175,2.688091278076172,1.8561903668011808,0,0,225,0,289,116,-2.5767660890094057,-1.3405254748482194
16,03026500,0.7642761282502678,-0.011948704014724887,0.9349107818133523,0.10486962646245956,0.2543583785046486,5.424291133880615,5.391879565676907,0,0,703,109,81,74,-3.2437618447214356,-2.5781158012325975
17,03140000,0.6653438014546519,0.12602348463943253,0.8054629395802968,0.024320678785443306,0.13032205852627743,3.4048948287963867,2.670560180032792,0,0,1022,0,217,136,-4.039953277327252,-2.539940194260654
18,03170000,0.6968717982656107,-0.016660572103719504,1.1349256229597977,0.2630186378955841,0.256543741536164,2.474210262298584,2.756819648028655,0,0,34,0,33,56,-2.056843683847754,-1.9886201797153558
19,03366500,0.7981271532345294,-0.20166672692074658,0.8682181622259817,0.0067732674069702625,0.12952732419531787,6.09916596412657,6.0983700825966025,0,0,1299,437,464,241,-4.5509308838497216,-2.920953015807049
20,03368000,0.68002271942814,-0.018780685634162533,0.7407748310969341,0.0,0.15299295445977432,6.300213813781738,5.466722736239233,468,0,1547,3,625,310,-5.577423205000007,-2.7336158151096863
21,03471500,0.6657008362780563,-0.1383745545496525,0.9640907629748561,0.2837563753128052,0.35883697640213313,3.3816355705261163,3.443300610279439,0,0,0,0,47,21,-2.5876375387834614,-2.194705892410481
22,03504000,0.7174015086629295,0.2757528336571075,0.8896899286291002,0.8193919658660889,0.6262106580270986,8.013653087615957,6.041901644803566,0,0,30,0,9,24,-1.7355595857858528,-1.9711134713402332
23,05393500,0.6126291147180478,0.20404317794040402,0.48960445580368456,0.07527828961610794,0.18123983977930236,4.066185808181756,2.427788071339979,0,0,227,0,387,94,-2.6529357626875436,-2.008303753805177
24,05508805,0.8007970252223329,-0.26981751022315725,0.9545862912019014,0.002018515020608902,0.04818511680383696,2.825921058654785,3.8731144302009257,42,0,1390,83,662,527,-5.578082014481237,-4.047135744543249
25,05593900,0.7307069826478907,-0.08514902538840968,0.8276533477477175,0.0,0.05225746757756457,4.05256986618042,3.680010572258548,285,0,1578,269,684,466,-5.8966973266700125,-3.8658152809862116
26,08014500,0.22033171176364208,-0.47758287564696333,1.4833777074452692,0.22050748765468597,0.08505552160385042,4.24337911605835,7.149326641271741,0,0,0,653,204,372,-2.2431763063867645,-4.249435615929457
27,06352000,0.39167882310056834,-0.16253398499577107,0.4389602238260928,0.000666478299535811,0.008408937852454678,0.15380269289016724,0.2427446890235985,0,0,657,54,536,306,-2.9556957919472993,-2.519029216233275
28,07142300,-2.404778210654682,-0.7804065797679696,2.069797187766022,0.0,0.014250005648537128,0.10087420791387558,0.19669852708472085,790,0,1230,10,94,131,-3.577097807912154,-1.5251826858097335
29,07145700,0.6060828844874504,0.12935850117814796,0.9456541829665066,0.013500457629561424,0.004635981974488181,2.45708334445952,2.2114851470676253,0,9,351,643,529,975,-2.8463037259512967,-5.078344576783239
30,07196900,0.6899754723872342,-0.33675132144494824,0.8101213264528759,0.015828123316168785,0.24184207799167287,3.5613276958465576,4.173130907286112,50,0,1110,38,338,133,-4.6749894657377675,-2.1013289905142325
31,07340300,0.7586455900358233,-0.04295176508602547,0.9306490766375559,0.10547232627868652,0.09350897987392341,6.602567672729492,6.1727879975721285,0,0,277,919,371,231,-3.498462863467942,-3.540368975658413
32,08086290,0.5776051114204919,-0.1512776244331323,0.7448526420309266,0.0,0.007727831986759203,0.13534209132194336,0.2911452565855583,2178,0,2178,17,1482,371,-inf,-2.2238662939308727
33,08165300,-0.8977568594551768,0.018548620212189875,1.2942757099623172,0.07269477099180222,0.02650550536555239,0.313146710395813,0.4681930878849575,0,0,4,3,23,212,-1.2286820111978056,-2.2947482475696517
34,08269000,0.7623988670966819,-0.1001928682464326,0.8736232863100436,0.055339716374874115,0.09197592943613929,1.4331567287445068,1.318932683776202,0,0,34,0,332,130,-1.9732816717041768,-1.8665971096207412
35,09223000,0.8159528595966852,-0.37616005254016754,1.088907398917552,0.05906450375914574,0.1773086549935914,2.9532251358032227,3.5817868472947763,0,0,23,0,680,524,-2.193693457993813,-2.065444078237722
36,09484600,0.2214178773512121,-0.34226254090703784,0.24574537012580977,0.0002067903842544183,0.008217246298301631,0.04135807603597641,0.030804174394274506,4,0,412,0,441,19,-2.1004460016968043,-0.728539707186783
37,09512280,0.032869677877218395,-0.9025481620549757,1.0068337381157582,0.0,0.0031671618580136228,0.07427700608968735,0.3074143573269987,3112,0,3112,437,5479,445,-inf,-3.597944808080103
38,12114500,0.75947320914289,0.08643086481636716,0.8357137041679464,0.7813256978988647,1.0058545400247758,17.11475372314453,13.702752118348414,0,0,273,25,38,33,-2.721035327072552,-2.3013663949173444
39,12186000,0.7076948345774763,0.07772680503422282,0.7684916129926946,1.3864614963531494,1.5964359431878432,18.40947284698483,15.920556645038417,0,0,74,5,32,21,-2.22189518253603,-2.154352081137237
40,12411000,0.6752484658369275,0.033033264859898714,0.6313915726102836,0.22567929327487946,0.25950756079225645,7.62231831550595,5.591728687150577,0,0,16,200,312,9,-3.5791918269953737,-3.4575021938108845
41,12447390,0.10523932987143414,-0.4718238886046289,1.172443492742237,0.12828490138053894,0.3073695721585825,7.3550004959106445,8.892347103926895,0,0,65,0,693,673,-2.729656076151732,-3.073763664602768
42,14096850,0.7594576381287719,0.039101121100820396,0.914392208221283,0.2215937227010727,0.1207529250326784,1.5648427367210351,1.7515435992829074,0,0,0,0,61,127,-1.8300484960832286,-3.38338783472853
43,11381500,0.39118018878831484,-0.05554379254654987,1.4584899458571883,0.6853286027908325,0.16437175932047896,6.0741753578186035,9.211107701202355,0,0,0,318,49,385,-2.3756539460366795,-5.431087792673492
44,11468500,0.8476840362172101,-0.08934202570718017,1.0667435220188097,0.026746191084384918,0.09411032629298682,9.370082283019972,9.691087577322705,0,0,956,0,884,1028,-5.511946106654046,-5.347398659364497
45,01162500,0.6945608947469201,0.13458957426654602,0.771439135073088,0.08281208574771881,0.2964562247110277,6.624967098236084,4.80624498791675,0,0,816,2,109,46,-3.0865745037078267,-2.185599736565084
46,01415000,0.7473058131172665,-0.03062093254814681,1.0001308562151507,0.11385928094387054,0.18166797155441686,5.920682907104492,6.223291592979146,0,0,643,515,91,81,-2.7766386343150073,-2.7957824748424907
47,01440000,0.8057928464127014,0.0416978843540087,0.8248309576388163,0.1624273806810379,0.26117085685793767,5.332048225402824,5.027269863658501,0,0,570,167,62,46,-2.5592327916407247,-2.4058963901268813
48,01539000,0.8690995661691758,0.021883714460407988,0.9471667385831029,0.12071577459573746,0.13567289018963977,5.311493873596191,5.360129966126209,0,0,639,671,91,94,-2.8120811326864623,-3.022869463590944
49,01543500,0.846528986052195,0.03611409465046922,0.8184948272543698,0.06056482866406445,0.1868031097159775,5.601212024688721,4.946990483123258,0,0,1007,280,142,80,-3.4692655950838063,-2.836486067581898
50,01552500,0.7931441204490313,-0.07584324042177772,0.9273869007305886,0.10720951855182648,0.18780657734978595,5.916377067565918,6.51353230468235,0,0,764,528,96,92,-2.708538995275054,-2.7912408630521233
