,basin,nse,bias,stdev,obs5,sim5,obs95,sim95,obs0,sim0,obsL,simL,obsH,simH,obsFDC,simFDC
305,06440200,0.3604408388398598,-0.272692576202065,0.7154858572848671,0.0,0.008279622535998399,0.22798438370227814,0.32516864780153276,2320,0,2417,32,1819,411,-inf,-2.6905937596298086
306,06447500,0.35435763765035067,0.08315381861201468,0.3987954652582005,0.02016068436205387,0.03074476978709052,0.2016068398952484,0.1489775477971098,0,0,11,0,32,3,-1.5942214275368567,-1.2590392077379033
307,06470800,0.3498370855150379,0.3493315811154007,0.4149119961891358,0.0009265020489692688,0.013824651770030375,1.1395975351333618,0.8440489619604197,120,0,1501,68,1166,479,-7.645409654249427,-3.254247574834785
308,06477500,0.5879953276691383,-0.10766072827899395,0.8492410182033239,6.439741264330223e-05,0.004103371813872541,0.34678006768226277,0.32996971253402374,164,4,1208,241,1370,444,-6.19310130726992,-3.1450563955698496
309,06479215,0.5865665886483853,0.09606490893755754,0.694318894858179,0.0012471097288653255,0.021446119349565904,0.8618914246558992,0.7031820459129782,3,0,1342,17,1151,363,-6.847507984177824,-2.818072922651472
310,06601000,0.25892052062526394,0.1508152978605358,0.5310731542917391,0.10862437635660172,0.08439846698715756,0.7663449704647034,0.8351107306175648,0,0,1,0,34,65,-1.612778237743492,-1.9115375360257112
311,06614800,0.7797167229143331,-0.24487862511870984,1.0984314519527534,0.17182399332523346,0.32063808551901035,9.204856872558594,11.519111738692375,0,1,0,4,782,713,-3.352528381934225,-3.040189341939289
312,06622700,0.7022412080583349,-0.31712059191200465,1.2045811392816392,0.18445813655853271,0.20878680768526128,7.684070682525621,10.189172584882964,0,0,0,0,627,807,-1.6079645863727698,-1.8803310044536394
313,06623800,0.8533760519120561,-0.12471629743378713,1.0572844736322373,0.1949859857559204,0.27340079136930034,8.449392318725586,9.202660202591645,0,0,0,1,664,772,-2.039225710520418,-1.9906295760024126
314,06632400,0.732812650103744,-0.3577678120801862,1.2199028093660997,0.11418511718511581,0.2102122311614416,6.748941278457625,9.019974662021223,0,0,0,0,779,779,-2.1004460016968034,-1.7034752689209864
315,06746095,0.8264933747241938,0.046181480292153146,0.9458083832094357,0.19562765955924988,0.2733720958509765,17.45600700378418,17.970096810533757,0,2,44,5,859,979,-4.200892003393609,-3.0424200034157245
316,06803510,0.5973347369296316,-0.3222145933811263,1.1796406074365688,0.03901508450508118,0.02770495149814627,0.5635512471199036,1.1391906311950537,0,0,103,40,133,385,-1.7811717696932894,-2.6184721069409473
